,,,,,,,Daily Price Arrival Report-07-11-2025 to 08-02-2026 for Gujarat,,,,,,
State,District,Market,Commodity Group,Commodity,Variety,Grade,Min Price,Max Price,Modal Price,Price Unit,Arrival Quantity,Arrival Unit,Arrival Date
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"1,800.00","2,000.00","1,950.00",Rs./Quintal,24.40,Metric Tonnes,17-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,"1,000.00","1,750.00","1,550.00",Rs./Quintal,93.80,Metric Tonnes,17-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Jalander,FAQ,"1,500.00","1,800.00","1,700.00",Rs./Quintal,1.00,Metric Tonnes,17-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,"1,200.00","1,800.00","1,650.00",Rs./Quintal,40.60,Metric Tonnes,17-11-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"1,500.00","1,700.00","1,650.00",Rs./Quintal,13.10,Metric Tonnes,17-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,600.00,"1,000.00",900.00,Rs./Quintal,205.00,Metric Tonnes,17-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,500.00,"1,300.00","1,050.00",Rs./Quintal,239.20,Metric Tonnes,17-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"1,500.00","2,000.00","1,900.00",Rs./Quintal,0.10,Metric Tonnes,16-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,"1,000.00","1,500.00","1,350.00",Rs./Quintal,132.40,Metric Tonnes,16-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Jalander,FAQ,"1,000.00","1,100.00","1,050.00",Rs./Quintal,302.30,Metric Tonnes,16-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Other,FAQ,800.00,"1,200.00","1,050.00",Rs./Quintal,249.90,Metric Tonnes,16-12-2025
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Chips,FAQ,"1,200.00","1,600.00","1,500.00",Rs./Quintal,13.70,Metric Tonnes,16-01-2026
Gujarat,Ahmedabad,Ahmedabad(Chimanbhai Patal Market Vasana) APMC,Vegetables,Potato,Desi,FAQ,750.00,"1,000.00",950.00,Rs./Quintal,100.50,Metric Tonnes,16-01-2026
